"","cg1","cg2","cg3","cl1","cl2","cl3","cw1","cw2","cw3","sg1","sg2","sg3","sl1","sl2","sl3","sw1","sw2","sw3"
"WBGene00044145",0,1.209568,1.209517,0,0,0,0,0,0,0,0,1.737302,7.967717,0,13.725963,19.397622,9.248668,0
"WBGene00044146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00044147",0,0,0.169733,0.03786,0.067861,0.098103,0.093985,0.102726,0.043002,0,0,0.438835,0.198776,0,0,0.834774,0.141586,0
"WBGene00044148",0.023093,0.048381,0.048379,0,0,0.087382,0.066971,0.0183,0.061284,0,0,0,0,0.015502,0,0,0.168151,0
"WBGene00044149",0,0.06551,0.218359,0,0.218857,0,0,0.125042,0,0,0,0,0,0,0,0,0.704795,0
"WBGene00044150",1.518709,1.6624,0.589859,1.594792,1.482876,0.322851,1.006246,0.676127,0.09057,0,0,0,0.300913,2.531503,3.22524,1.538421,0.211231,0
"WBGene00044151",0.889961,1.476084,1.398336,1.126321,1.242372,1.066401,1.003709,0.646482,0.984081,0,0,9.112706,1.648985,0,0,1.661171,0.64803,21.195727
"WBGene00044152",0.64815,1.086334,1.493646,2.271571,1.764376,0.981031,0.751877,0.616355,1.118047,0,0,0.195038,1.788987,0,0,0,0.943908,0
"WBGene00044153",1.31285,1.948277,1.604395,2.172762,2.06181,1.655926,1.586409,2.254141,2.104956,0,0,9.053353,0.587166,0,5.071996,6.126306,1.194949,0
"WBGene00044154",1.064701,0.557655,2.788157,1.243819,2.229462,3.223034,0.514621,0.421863,0.706381,4.389867,0,0,2.857096,1.072064,0,0,0,0
"WBGene00044155",0.046604,0.081366,0.048817,0.108889,0.065059,0.082296,0.105122,0.036932,0.020613,0,0,0.140239,0.41687,0.010428,0,0,0,0.006587
"WBGene00044156",11.619572,9.968361,17.522583,15.212654,16.465469,17.435613,15.009073,13.891341,15.683953,4.588949,0,6.631287,13.44,5.312035,21.9094,46.163306,14.222992,0
"WBGene00044157",0,0,0,0.834897,0,0,0,0,0,0,0,0,0,0,0,0,1.040776,0
"WBGene00044159",0,0,0,0,0,0,0.19883,0.081496,0,0,0,0,0.157696,0,0,0,0,0
"WBGene00044160",0,0.249885,0.166583,0,0,0,0,0,0.052755,0,0,1.595155,0,0,0,0,1.794887,8.699008
"WBGene00044162",0,0,0,0.040406,0,0,0,0,0,0,0,0.277543,0,0,0,0,0,0
"WBGene00044163",85.47333,80.441146,71.133789,93.590736,64.107987,86.070888,70.576317,83.822159,34.664839,0.708238,0,37.412374,3.428837,0.924966,2.676674,12.084894,0.505765,4.104229
"WBGene00044164",0.050248,0.026318,0.210535,0.176102,0.026304,0.152108,0.024287,0.019909,0.083342,0,0,0,0,0,0,0,0,0
"WBGene00044166",5.984208,7.522391,3.48244,4.660633,4.594629,6.541612,2.956732,2.107648,3.087974,0.121844,0,0.800326,1.529377,0,1.580792,0.670196,0.290496,28.701912
"WBGene00044167",0,0,5.935335,0,0,0,1.877102,0,0,0,0,0,4.93335,0,0,9.954969,1.919286,0.667633
"WBGene00044168",0,0,2.55135,0,0.014913,1.897205,0,0.011288,0.463054,0.234914,0,0.814369,3.112421,2.552921,8.533662,0.909273,4.076066,0
"WBGene00044169",7.074046,5.97605,5.975795,7.730964,8.409906,4.800961,6.220787,6.654692,5.086942,0.878146,0,26.185082,4.268989,7.812284,13.725785,5.877991,8.075448,12.579066
"WBGene00044170",1.054768,1.01283,0.407768,0.872819,0.460138,0.299341,0.67976,0.104482,0.058316,0,0,0,0.067391,0.914554,0,0,0.096004,0
"WBGene00044171",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.515854,0
"WBGene00044174",43.367523,65.979813,12.340985,47.639431,38.671031,11.543335,44.106627,13.257426,11.027253,438.507467,0,131.78223,352.492218,125.55622,31.085602,119.822715,90.829724,0.151506
"WBGene00044175",85.33053,106.016676,27.022707,134.145469,67.870825,20.524653,56.910812,21.491789,14.921244,6785.790461,0,371.767485,1367.304726,194.432613,0,452.045097,293.136334,0.885154
"WBGene00044176",7.179811,6.731641,8.605349,6.930337,5.45823,3.980612,5.381357,5.042519,3.494146,5.443486,60.32911,4.596083,47.150817,113.569513,92.879721,42.456491,56.431438,15.007854
"WBGene00044177",5.446753,6.806035,7.70231,15.521364,18.350453,3.577364,9.985372,7.93891,5.575384,0,0,3.707247,7.531823,0,27.748623,0.392145,17.818934,0
"WBGene00044178",0,0,0.273874,0,0,0.039574,3.212249,0,0,0,0,0.471759,1.231779,0,0,0,15.513881,0
"WBGene00044179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00044180",15.207652,16.594301,25.554135,34.421785,32.507931,17.982888,31.852558,26.111285,24.803578,48.478426,0,108.367005,42.995527,8.932477,67.7913,57.836694,71.516596,22.032495
"WBGene00044181",13.078643,20.271726,1.095188,4.885719,7.778055,0,11.933749,7.79126,0,0,0,17.313399,18.212682,92.127588,71.759721,0,3.806564,0
"WBGene00044182",34.556494,37.591366,13.922135,26.395795,20.873242,11.064359,33.405634,14.74546,5.290771,0,0,0,4.076105,0,0,0,5.806732,0
"WBGene00044183",6.273216,17.523747,2.190375,6.107148,4.378661,0.791255,9.096441,1.657078,0,0,0,0,0,0,0,0,0,0
"WBGene00044184",0,0,0,0,0,0,0,0,0,0,0,0,0.074856,0,0,0,0,0
"WBGene00044185",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00044187",0.043291,0.030232,0.015116,0.033716,0.060433,0.010921,0.041849,0.057177,0,0,0,0,0.188085,2.160139,0,0.129289,0.052537,0.012238
"WBGene00044188",11.57158,9.318367,14.049518,14.029142,16.907186,13.900353,12.24297,7.917831,10.4839,8.47288,0,2.559406,4.41701,1.483225,1.582822,2.804094,8.677985,5.691742
"WBGene00044189",0,0,0,0,0.422783,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00044191",19.003537,20.240791,12.373999,21.890207,21.676619,7.747111,20.562114,16.490983,3.137309,1.525365,0,24.577383,12.750563,9.285118,1.810563,10.19513,14.482338,0.983796
"WBGene00044192",0,0,0,3.640146,0,0,1.506085,1.23462,4.134573,0,0,0,0,0,0,0,5.672226,0
"WBGene00044193",0.029608,0,0.031014,0.03459,0,0.112037,0.028622,0.117317,0.019644,0,0,0.237589,0.749132,2.663309,0,0.530555,0.129357,0
"WBGene00044194",0,0.031195,0,0,0,0,0,0,0,0,0,0,0.136995,0.019991,0.955801,0.033352,0.260213,0.012628
"WBGene00044195",0,0,1.329891,0,0,0,0,0,0,3.489787,0,2.546937,0,41.760363,0,0,0,2.153403
"WBGene00044196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00044197",0,0,0,0,0,0,0,0.042743,0,0,0,0,0,0,0,0,0,0
"WBGene00044198",0.841417,0.910793,0.029379,0.327657,0.440478,0.021226,0.460924,0.533427,0,0,0,0,8.515584,6.589613,8.701842,5.55979,0.59226,0
"WBGene00044199",0,0,0,0,0,0.018531,0,0,0,0,0,0,0,0,0,0,0.053488,0
"WBGene00044200",1.268244,1.127227,2.040626,1.300183,1.788516,1.198279,1.032214,0.502072,1.047485,0.906852,5.49403,1.33415,2.475467,2.239423,1.55945,2.051195,3.234886,1.158271
"WBGene00044201",1.556615,2.650702,0.355473,0.043092,0.007724,0.016749,0.007132,0.029231,0,0,0,0.76588,0.028281,3.49132,0,0,0.085949,0.006256
"WBGene00044202",0.020931,0.021926,0.021925,0,0.021914,0,0,0,0,0,0,0,0,0.098352,0,0,0,0
"WBGene00044203",0,0.021661,0,0.024157,0,0.031298,0.199896,0,0,0,0,0,0.221958,0,0,0,0,0
"WBGene00044204",10.58146,9.642124,10.282714,12.867991,16.124147,10.998908,14.641109,10.304849,10.369775,17.171014,0.440444,2.276194,5.512844,0.838678,3.546205,5.168577,13.367623,0
"WBGene00044205",5.068984,4.883827,3.507028,6.579728,9.467735,2.368008,6.412566,5.50469,3.965068,0,69.675846,7.234335,11.755229,2.079423,22.577464,2.71583,19.799304,0.039804
"WBGene00044206",165.409578,172.726539,119.098393,56.059359,33.77337,101.016645,26.848077,16.295826,54.402987,7.621088,38.235708,19.747866,13.239672,3.147071,0.539318,1.609021,9.166537,28.897716
"WBGene00044207",0.60378,0.330906,1.11676,0.154688,0.277268,0.408504,0.320005,0,0.087849,0,0,0,0.262378,0,0,0,0,0.028073
"WBGene00044208",0,0,0,0,0,0,0,0.082043,0,0,0,0,0,0.694974,0,0,0,2.546206
"WBGene00044209",1.887653,1.488351,3.805764,3.699077,2.911402,1.781864,2.256457,1.511963,1.292772,0,0,4.204178,0.933726,0,9.458143,1.488934,9.399843,0.146314
"WBGene00044210",10.87294,12.457562,12.243483,12.62274,12.379941,8.177139,11.036372,4.2543,6.086563,0,0,3.237743,3.907665,10.309489,2.261859,6.354895,6.482201,9.537925
"WBGene00044211",1.18013,1.177358,0.912414,1.378667,1.30913,0.914379,0.611157,0.723665,0.577901,0,0,0.007046,0.775554,0,0,0.015734,0.409199,0.005957
"WBGene00044212",251.696846,406.692688,153.364861,51.889514,44.781848,73.454024,55.660157,46.931325,40.383081,0,0,24.751377,49.190362,0,5.866622,0,5.989362,159.045022
"WBGene00044213",25.967072,21.186557,21.814042,24.929249,22.700906,22.051418,17.646151,14.32969,12.33819,0.863742,0,4.126134,3.35104,0,2.852456,3.311268,1.74728,0
"WBGene00044215",0,0,0,0,0,0,0,0,0,0,0,0,0.061637,0,0,0,0,0
"WBGene00044216",4.56747,5.86788,7.131427,5.93993,9.834926,4.6958,5.248442,5.804873,10.463146,1.026489,0,3.655577,1.58577,0.925774,4.200144,0.482575,2.823817,0
"WBGene00044217",0.04703,0.049266,0.024632,0.027471,0,0,0.068196,0,0.031203,0,0,0,0,0,0,0,0,0
"WBGene00044218",7.264087,6.1559,10.088407,8.291494,11.023591,10.438906,6.469861,3.428001,7.581069,10.805982,0,2.464125,3.254537,0,0.194045,4.043392,5.521752,13.150242
"WBGene00044219",1.270103,1.04019,1.257851,0.755377,1.088006,1.013635,0.558093,0.365999,0.704767,0,0,0.683314,0.956091,2.790298,0.164706,1.965554,2.673608,0
"WBGene00044220",0.436087,0.162559,0.361759,0.317795,0.195853,0.206694,0.059437,0.103722,0,0,0,0.392599,0.891877,0.015455,0,0.925982,0.171112,0
"WBGene00044221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00044222",0,0,0,0.696096,0.277268,0,0.448007,0,0.043925,0.909912,0,0.664077,0.558366,0,0,0,0,0
"WBGene00044224",1.53695,3.007379,2.813671,5.006154,1.760174,2.946942,0.516172,0.167873,2.801177,0,0,2.241722,3.096433,1.825027,3.050488,1.500661,4.1728,0
"WBGene00044225",3.811243,0,5.434023,10.050394,7.782723,4.640371,24.790517,16.423241,18.533031,37.216282,0,23.869894,18.048267,4.911121,19.200546,23.990754,33.015758,25.017147
"WBGene00044226",0,0,0,0,0,0,0,0,0,0,0,1.834573,0,0,0,0,0.622971,0
"WBGene00044227",0.409113,0.201675,0.655417,0.562282,0.403141,0.619229,0.628129,0.362345,0.287395,0,0,0.83279,0,0,2.583456,0.714226,0.157711,0
"WBGene00044229",0.405947,0.47469,0.672449,0.849222,0.780855,0.35723,0.447185,0.448876,0.23801,0,0,1.117389,0.354671,0.063373,1.627231,0,0.948646,1.17692
"WBGene00044230",0,0,0,0,0,0.357572,0,0,0,0,0,0,1.086768,2.854506,22.466075,0,0,0
"WBGene00044232",0.059407,0,0,0.069401,0.14513,0,0.229714,0.078462,0,0,0,0.119176,0.759127,3.070641,0.023539,0,0.360479,6.020512
"WBGene00044233",3.197433,2.679535,3.513323,4.070766,3.265695,2.054357,2.523222,2.244239,1.125616,1.9491,0,0.811613,2.051249,0.963673,0.12411,0.533486,3.715663,0.005534
"WBGene00044235",4.1963,2.791896,6.092231,1.684409,1.759726,1.855591,1.571721,1.74336,4.630053,0,0,10.52034,10.5261,0.048163,2.814549,2.766674,4.060297,0
"WBGene00044236",7.095952,5.817326,6.948176,9.695376,7.526293,7.051265,7.933312,4.987547,6.4477,2.374506,0,6.003525,6.481305,7.559227,0.073349,3.489789,12.041258,0.026164
"WBGene00044237",0,0,0.017914,0,0,0,0.016532,0,0,0,0,0,0,0,0,0,0,0
"WBGene00044238",0.273834,0.382467,0.191225,0.319902,0.238918,0.097829,0.166617,0.136585,0.142939,0.078961,0,0,4.113273,2.496463,0.271261,5.151334,0.398788,0
"WBGene00044239",0,0.373624,0.093402,0.416674,0.093357,0,0,0,0,0,0,0.268318,0.615288,6.524315,0,0,0,0
"WBGene00044240",0,0,0.197055,0.109885,0.098481,0,0,0,0,0,0,0,0.793288,0,0.447249,0.263356,0.958873,0
"WBGene00044241",0.253926,0.310328,0.265984,0.69217,0.221548,0.304268,0.184102,0.150918,0.182507,0.155105,0,3.226196,0.973432,0.894886,0.402463,2.286902,0.832038,0.861381
"WBGene00044242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14712
"WBGene00044243",2.702362,2.988083,2.830695,4.998566,5.894468,2.158748,6.821171,5.829631,2.490132,1.375568,0.14735,2.56001,4.863252,0.075585,5.978557,2.332915,5.766572,0.493369
"WBGene00044244",0,0,0,0.548867,0,0.05926,0,0,0,0,0,0,0,0,0,0,0.114036,0
"WBGene00044245",0,2.659895,0,0,0,0,0,0,0,0,0,1.273469,6.813866,0.852252,0,0,0,0
"WBGene00044246",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00044247",0.066491,0.069652,0.208947,0.388387,0.069616,0.05032,0,0.316148,0.132342,0,0,11.30463,2.19211,0,19.997049,0.930829,3.728033,0
"WBGene00044249",0,0,0.75959,0.154027,0,0.299341,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00044250",1.940078,2.23057,4.460949,3.537893,3.121175,3.18715,2.195667,1.874905,2.574308,0,0,11.248778,4.027053,0,4.331183,0.397458,1.584956,0
"WBGene00044251",4.648227,4.708652,4.868967,5.251194,5.241002,4.986696,4.641558,3.440637,4.778333,6.926578,0,3.945103,3.328848,3.49742,0,3.031913,6.211358,0
"WBGene00044253",22.321128,27.061033,31.20583,25.712312,20.202234,24.934633,25.307474,16.858165,33.115715,22.460685,0,15.048301,15.181238,15.066573,1.588343,20.411505,7.438102,1.533591
"WBGene00044256",2.450835,2.416313,4.83242,2.694726,2.71694,3.709551,3.066041,2.399156,3.443333,0.264184,0,1.879881,0.110534,0,0,2.744789,0,0
"WBGene00044257",0.457849,1.180584,0.66405,1.398902,1.17997,0.479765,0.98734,0.837286,0.864553,0,0,1.077458,0.324033,2.127761,0,0.926918,1.000156,0
"WBGene00044258",5.954883,4.455672,6.505004,8.57992,9.797386,4.463695,5.208319,4.808855,5.198268,4.468827,0,74.256386,35.075459,6.947819,49.030222,41.237359,150.711986,0.697398
"WBGene00044259",0,0,0,0,0,0,0,0,0,0,0,0,0,1.018534,0.60122,0,0,0
"WBGene00044260",0,0,0,0,0,0,0,0,0,15.140766,0,13.607748,32.030654,0,5.457148,0,0,0
"WBGene00044261",1.479818,1.925956,1.925874,3.562319,4.131611,1.153853,2.600972,1.172688,1.1603,0,0,1.034532,1.409637,0.030102,0.63967,0,4.40811,0
"WBGene00044262",1.761438,1.899777,1.460105,1.94192,1.41058,2.088734,1.608079,0.532922,3.10469,0.634911,0,0.204827,0.191208,0,0,0.031809,0.158715,0
"WBGene00044263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00044264",0.273025,0,0.285991,0.318957,0,0,0,0.21636,0,0,0,1.71161,3.139955,0.366551,0,2.675507,0,0
"WBGene00044265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00044267",0,0,0,0,0,0,0,0,0,0,0,0.018204,0,0.489835,0,0.23767,0.026429,0.692589
"WBGene00044268",0.546051,0.429005,0.571982,0.478436,1.572201,0.206624,0.659832,0.32454,0.09057,0,0,0,0.104665,0,0,0,0.497013,0
"WBGene00044270",0.904312,0.772553,1.278337,1.774421,1.433996,0.624577,0.865708,0.528772,0.384447,0,0,2.945771,1.204934,0.06483,2.723969,0.412976,0.958951,0.02606
"WBGene00044271",0,0,4.465992,0,0,0,0,0,0,9.487574,0,2.511877,3.645699,0,0,0,3.746096,0
"WBGene00044272",237.534776,160.320168,203.421591,489.210773,600.082535,269.331061,358.492928,379.707277,337.419691,172.260398,95.025825,346.202008,639.587835,121.833876,3872.315594,293.239869,2757.979598,262.67441
"WBGene00044273",0,0,0,4.980786,13.391584,0,20.607648,0,0,0,0,78.964654,251.335555,43.965327,767.991904,23.706489,318.292461,77.506284
"WBGene00044275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00044276",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00044277",0,0,0,0,0,0,0,0,0,0,0,0,3.536436,0,5.9355,0,0,0
"WBGene00044278",3.384682,3.545569,0,0,0.885932,0,0.81799,0,0,0,0,0,0,0,0,0,0,0
"WBGene00044279",0,0,0,0,0,0,0,0,0,0,0,8.860279,13.51174,0,0,28.255858,99.393131,0
"WBGene00044280",219.931723,239.985312,139.871195,201.87476,149.398904,160.498453,202.483025,115.153077,110.304619,179.920629,0,141.815633,15.05563,3.515121,0,10.262934,20.018065,240.916872
"WBGene00044281",0.012042,0,0.025228,0.014068,0.025216,0.009113,0.011641,0.028629,0,0,0,0,0,0,0,0,0,0.015319
"WBGene00044282",0,0,0,0,0,0,0,0,0,0,0,0,0.090244,0,0,0,0,0
"WBGene00044283",10.560866,12.92739,14.107657,14.416915,12.672199,14.817355,12.044502,8.886184,7.360927,0.163084,0,4.314587,4.457945,1.513439,8.110691,8.405527,4.493007,8.453133
"WBGene00044284",0.988196,1.29396,0,0.577221,0.258658,1.49572,0,0,0.163906,0,0,1.858515,0.378828,0,0,1.3834,0,0.733297
"WBGene00044285",0.041805,0.043792,0,0,0,0.063275,0,0.033128,0,0,0,0,0.288468,0,2.28594,0,0.395726,0
"WBGene00044286",0,0.011873,0.011873,0.013241,0,0.017155,0,0,0,0,0,0.261484,0.00869,0,0,0,0,0
"WBGene00044287",0.604941,0.633696,1.140604,0.388691,0.285015,1.167428,0.204678,0.119847,0.802701,0,0,5.794791,0.718908,0,0,1.880055,0.925031,0
"WBGene00044288",0.202973,0.212622,0,0.35568,0.106256,0.076804,0.490534,0.160847,0,0,0,0,0.466863,0,0,0,1.330166,0.043034
"WBGene00044289",2.521144,2.909558,0.402845,2.296323,1.968524,0.25871,1.56971,1.557677,0.396904,0,0,3.600366,3.341757,3.614247,2.285802,1.148555,1.61798,0
"WBGene00044290",30.218867,25.995067,36.056137,55.642635,46.934433,49.979559,32.694747,33.462444,43.284282,9.901616,0,21.980477,14.269648,4.030177,24.740877,9.749569,32.204586,0
"WBGene00044291",13.251156,13.765146,12.74843,14.584377,9.445286,15.878885,9.099342,6.710136,10.814579,32.768671,0,71.596554,24.035161,11.996989,20.035575,29.476131,18.34989,0
"WBGene00044292",0.195109,0,0.613122,0,0.61283,1.033598,0.188611,0,0,0,0,0.978516,7.329958,7.203453,0,2.512865,1.704833,50.714918
"WBGene00044293",0,0,0,0,0,0,0,0.095503,0,0,0,0,0,0,0,0,1.579572,0.051102
"WBGene00044294",44.933484,37.396035,25.182878,47.388169,40.914233,11.74122,39.40115,48.224618,13.508996,13.096609,0,7.337256,10.091097,0.653132,2.313181,9.490013,2.421689,16.517815
"WBGene00044295",0.289073,0.357871,0.137637,0.214903,0.632827,0.238656,0.30485,0.145776,0.087176,28.629102,0,0.316314,1.370102,2.293294,2.624065,1.648154,0.516657,0.011143
"WBGene00044296",25.265998,26.113544,18.795827,21.33672,19.104153,32.66007,21.150342,8.149485,16.574192,4.476281,0,3.486381,1.990338,3.183609,0,6.077885,5.082459,0.889084
"WBGene00044297",1.095113,1.226282,1.463565,1.433751,1.383793,0.828774,1.295923,1.90024,0.275591,0,0,0.814369,1.230492,0,1.660898,1.945421,0.604934,0
"WBGene00044298",3.686376,3.501641,3.519423,6.018024,5.947859,3.296032,7.863115,6.513946,5.14792,0,0,18.896728,14.834323,15.032135,27.309019,19.343394,19.26974,19.431896
"WBGene00044299",0.320707,0.537521,0.604686,0.412126,0.335776,0.266979,0.279023,0.50829,0.808542,0,0,0,0.418009,0.279868,0,3.160715,0.467049,0.013599
"WBGene00044300",1.544505,1.877588,2.117189,3.608684,3.094414,1.327607,1.972324,2.045569,1.012059,0.055646,0,2.41945,3.590533,0,8.069281,3.171215,4.935617,0
"WBGene00044301",1.570874,1.168336,4.393414,1.559875,1.513114,2.74619,2.551178,2.502139,1.511196,0,0,2.261075,4.661025,3.66963,5.116494,3.42181,5.284544,0
"WBGene00044302",0.822224,0.819558,1.088851,0.768154,0.688902,0.543353,0.41384,0.364513,0.399998,0,0,4.196506,0.873244,0,3.200363,0.245005,1.120669,0
"WBGene00044303",1.993984,2.593741,1.721436,1.971063,1.19296,1.144212,1.355658,0.937666,0.857716,0.100383,0,0.307702,7.3752,7.530986,4.349879,4.331316,4.419612,0
"WBGene00044304",2.772439,3.264783,3.126309,2.901446,2.670054,2.460608,1.512398,1.326581,2.595862,0.057339,368.772215,40.907697,76.780838,282.148417,208.020719,215.178474,128.455094,231.424619
"WBGene00044305",21.47109,19.522328,20.358132,23.253679,21.119071,18.299582,16.713821,16.456373,21.414405,10.690155,19.723822,19.59652,20.436441,13.782278,20.068546,15.355632,23.856269,12.08612
"WBGene00044306",0,0,0.15587,0.057946,0.051932,0.131383,0.071924,0,0,0,0,0,0,0,0,0,0,0
"WBGene00044307",0,0,0.028855,0.061676,0.028841,0.020847,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00044308",0,0,0.033044,0,0,0,0.121982,0.024999,0,0,0,0,1.427004,0,0.562491,1.112883,0.298615,0
"WBGene00044309",0,0,0.03922,0,0,0,0,0.029671,0,0,0,0,0.63155,0,0,0,0.109054,0
"WBGene00044310",8.454852,8.067284,10.583233,9.629619,9.789137,11.29999,8.924578,5.860237,8.578183,0.45315,0,4.252123,3.539132,2.308161,3.639447,3.283793,4.938878,1.258291
"WBGene00044311",0.195886,0,0.410376,0.715125,0.025636,0,0.260372,0,0,0,0,0.098241,1.877333,10.256486,5.617591,0.58986,3.762002,0.020765
"WBGene00044312",1.487785,1.599518,1.59945,5.031284,4.55011,1.007425,2.195203,2.109791,1.013054,0.286984,0,9.366272,3.812321,0,2.187434,1.096204,12.173311,0
"WBGene00044313",0.212145,0.26985,0.031746,0.14162,0.142787,0,0.10254,0.084058,0.050267,0,0,0.098796,0.929446,1.983542,0.162117,0.373356,0.529628,0
"WBGene00044314",0,0,0.024226,0.027849,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019614
"WBGene00044315",0,0.031016,0,0,0.061999,0,0.028622,0,0,0,0,0,0,0.059626,0,0,0,0
"WBGene00044316",8.95312,5.76663,6.400053,10.883358,6.333664,4.486586,10.116932,4.697997,4.414858,0,0,22.542042,13.311397,7.715569,14.813593,7.147597,16.254112,0
"WBGene00044317",0.075249,0.236477,0,0.087908,0.236354,0.056948,0.145485,0.119262,0,0,0,0,0.807711,0,0,0,0.876684,0
"WBGene00044318",46.02683,42.991089,48.588383,45.010951,44.208236,56.25374,46.921539,36.872141,54.528164,21.989818,0,5.847356,6.656238,4.671838,7.292241,9.984026,10.840685,4.852594
"WBGene00044319",10.381975,8.162982,7.629076,11.836996,14.40537,6.190923,9.415144,9.696072,2.668423,1.51652,0,0.564466,4.784583,9.525497,6.488129,1.447293,6.472351,0.098257
"WBGene00044321",0.67849,1.320038,0.260289,2.556787,0.54428,0.642322,1.289948,0.239246,2.843964,2.325093,0.016834,11.486315,18.378252,13.858442,6.37151,1.323387,12.888541,10.850884
"WBGene00044322",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00044323",15.042729,15.306111,14.703277,16.11829,14.846737,12.109346,13.615524,11.16139,12.109699,15.055744,0,1.345479,3.305739,0,3.359925,1.582756,2.860455,0
"WBGene00044324",143.663481,143.243339,134.478397,145.853371,150.565096,108.778103,177.622903,153.661596,135.486818,179.580593,0,21.58267,25.588754,7.645358,19.108406,28.820547,29.236036,32.094253
"WBGene00044325",10.784122,8.644456,10.068397,12.707919,12.714493,9.545232,10.0397,7.802796,5.210545,2.599103,7.455076,8.912262,11.935047,30.199769,8.10962,8.756241,28.269069,2.763571
"WBGene00044326",16.847023,15.944021,13.701589,24.141533,17.728283,13.72149,14.796385,12.712812,14.153293,5.270823,4.26145,11.454488,10.77706,14.871817,7.835547,6.548076,11.544185,12.457883
"WBGene00044329",0,0,0,0,0,0,0,0,0,1.378923,0,1.592693,7.017035,0,1.371994,0,0,6.070893
"WBGene00044330",1.975934,1.7727,1.536958,1.885535,1.556708,0.740284,1.286027,1.108488,0.506206,0.179251,0.007681,0.539642,1.657458,1.18194,5.802327,5.2694,2.421722,0
"WBGene00044331",0.46691,0.601974,0.131676,0.314688,0.282029,0.203858,0.15624,0.071155,0.119144,0.016454,0,0.693493,1.129023,0,0,1.22683,1.059178,3.891164
"WBGene00044332",2.753337,2.78871,1.050497,1.959746,1.279086,1.669726,1.921317,1.705055,0.895211,0.250602,0,0.548688,3.103591,2.142014,0,1.929786,0.942682,0.015464
"WBGene00044333",1.519027,2.194803,1.838069,2.692463,3.729227,1.327974,2.025432,2.075446,0.868798,0,0,1.274093,3.674665,0,2.459491,0.674622,2.059613,0
"WBGene00044337",142.621331,108.420269,49.611418,352.964987,338.575743,55.698579,322.207148,257.210906,41.27282,0,0,14.30715,24.370442,9.669546,63.479223,25.947467,62.113129,0.115213
"WBGene00044338",76.033372,54.968526,17.655271,111.120984,79.858517,25.693377,53.755982,64.670987,26.48415,0,0,1.151213,6.219,0.724533,14.303633,1.700033,2.613528,0
"WBGene00044339",46.778392,34.026326,12.084347,144.900486,128.019268,21.73499,119.540351,91.332297,11.565749,0,0,6.754811,13.345822,6.616502,7.61761,10.506904,21.802148,0.05318
"WBGene00044340",0,0,1.043159,10.523286,10.419408,2.68807,5.527162,3.568548,0,0,0,0,0,0,0,1.448337,1.484198,0.115213
"WBGene00044341",0,0,0,0,0,0,0,0,0,1.721904,0,0,0,0,0,0,0,0
"WBGene00044342",0.999358,0.939491,1.234706,0.957935,0.751202,0.756307,0.396339,0.345207,0.493021,3.733057,28.50994,0.218473,1.768186,5.72799,3.777101,0.961382,2.015136,12.093456
"WBGene00044343",0.055639,0.043713,0.043711,0.04875,0.014563,0.010527,0.013447,0,0.027686,0,0,0,0.319942,2.530418,1.504677,0,0,0.011796
"WBGene00044344",34.713544,33.425565,39.150953,35.519936,34.493433,32.608002,33.714631,33.201412,35.652002,1.738291,6.490577,10.799531,7.673599,0.697416,14.159563,8.046285,9.807725,4.041509
"WBGene00044345",8.523448,8.451644,4.769348,8.510576,8.981165,4.038446,7.905072,6.48022,3.721616,0.083435,0,0.758122,1.675636,2.298418,1.840216,2.794377,2.121845,0.007723
"WBGene00044346",0.130729,0.219108,0.328648,0.610886,0.465363,0.158295,0.2022,0.165754,0.05204,0,0,0,0.280645,0,0,0,0.266534,0.022173
"WBGene00044347",2.647382,2.513198,3.630471,4.679012,6.64302,1.680616,4.485173,4.042588,3.085508,0,0,4.281826,2.553945,1.692248,14.21252,1.088089,7.276592,0.017921
"WBGene00044348",1.739155,0.973696,0.458511,0.647112,1.188183,0.327337,0.310066,0.119612,0.117355,0,0,1.797311,2.022961,1.843248,1.166261,0.70998,2.027376,14.996076
"WBGene00044349",0.780107,1.370767,0.948952,0.793753,0.526944,1.161715,0.535186,0.518489,0.567653,1.291194,0,2.132902,0.694583,3.513641,1.346125,0.620026,0.806249,0
